Soil Resistivity (Ohm-m),pH,Moisture Equivalent(%),exposure time,Air pore space (%),Clay %,Pipe Diameter (inches),Iron and Steel Type,Loss Oz/ft2
57.0,7.3,17.8,5.8,11.7,15.8,3.0,Open Hearth iron,2.2
205.0,4.7,2.8,5.42,38.1,0.6,3.0,Wrought Iron,1.68
17.7,7.6,25.7,8.0,2.6,46.1,3.0,Open Hearth iron,2.1
17.8,7.2,25.8,16.78,9.5,36.0,1.5,Bessemer Steel,3.09
2.78,9.4,24.7,11.23,6.1,6.2,3.0,Bessemer Steel,20.56
66.63,5.51,22.12,3.9,7.04,17.84,1.41,Wrought Iron,3.46
43.67,7.16,32.76,8.79,17.77,24.07,1.5,Wrought Iron,2.66
49.0,6.7,23.4,4.93,14.7,35.1,1.5,Bessemer Steel,2.25
28.2,6.8,24.8,7.7,15.8,52.1,3.0,Wrought Iron,3.5
9.74,5.99,33.0,11.87,2.36,47.02,3.0,Bessemer Steel,6.92
59.8,4.5,30.8,15.1,4.4,51.7,3.0,Open Hearth iron,9.69
49.0,6.7,23.4,2.98,14.7,35.1,3.0,Open Hearth iron,1.7
12.15,7.0,28.6,5.5,1.1,52.5,1.5,Bessemer Steel,4.7
9.7,6.0,33.0,11.86,2.3,47.1,1.5,Bessemer Steel,6.65
6.84,7.3,37.6,2.1,2.0,44.9,3.0,Wrought Iron,1.9
137.0,4.7,34.8,9.76,14.9,45.8,1.5,Open Hearth iron,10.58
19.7,4.6,28.4,4.45,3.9,34.2,1.5,Open Hearth iron,2.08
114.0,4.5,13.0,4.97,34.7,5.6,1.5,Bessemer Steel,0.58
386.0,4.5,3.0,6.1,32.1,2.6,3.0,Bessemer Steel,1.2
114.0,4.5,13.0,3.89,34.7,5.6,1.5,Bessemer Steel,0.4
5.66,3.74,42.59,2.1,1.8,87.77,2.96,Open Hearth iron,0.69
137.0,4.7,34.8,8.71,14.9,45.8,1.5,Open Hearth iron,7.78
4.08,6.8,24.6,1.6,2.5,62.6,1.5,Wrought Iron,2.7
74.6,6.6,13.0,4.0,27.8,6.6,1.5,Bessemer Steel,1.2
18.35,7.92,19.55,3.6,24.88,11.55,1.5,Bessemer Steel,4.1
2.63,7.4,14.8,2.94,18.7,26.7,3.0,Wrought Iron,2.3
8.98,4.19,43.12,4.03,4.49,78.38,1.5,Open Hearth iron,0.89
12.15,7.0,28.6,1.85,1.1,52.5,1.5,Wrought Iron,2.11
59.8,4.5,30.8,7.7,4.4,51.7,3.0,Wrought Iron,7.4
56.96,7.26,17.78,7.5,11.85,15.87,1.53,Open Hearth iron,2.16
10.0,8.8,31.2,11.6,7.2,31.2,1.5,Wrought Iron,4.1
74.4,5.6,24.2,9.13,7.5,15.3,3.0,Open Hearth iron,4.92
431.0,5.9,12.2,5.64,40.6,7.2,3.0,Wrought Iron,0.57
6.84,7.3,37.6,2.1,2.0,44.9,3.0,Bessemer Steel,2.2
28.9,7.5,22.4,10.02,3.8,36.3,3.0,Wrought Iron,5.21
3.3,7.6,37.0,3.8,8.7,70.1,3.0,Wrought Iron,1.7
9.7,6.0,33.0,3.08,2.3,47.1,3.0,Bessemer Steel,3.43
24.0,5.96,25.6,6.64,3.85,35.18,1.5,Bessemer Steel,2.12
6.84,7.3,37.6,12.0,2.0,44.9,1.5,Bessemer Steel,5.9
21.2,4.4,34.3,10.49,3.7,63.6,3.0,Wrought Iron,4.64
4.89,7.5,54.4,5.9,5.7,70.4,3.0,Bessemer Steel,5.2
13.2,5.3,33.1,12.0,6.9,40.3,1.5,Wrought Iron,6.2
23.78,6.15,31.26,6.0,10.72,30.86,1.68,Open Hearth iron,4.04
9.71,6.0,33.17,4.2,2.21,47.01,1.51,Bessemer Steel,3.73
59.8,4.5,30.8,12.5,4.4,51.7,3.0,Open Hearth iron,10.09
9.7,6.0,33.0,10.86,2.3,47.1,1.5,Bessemer Steel,6.3
48.91,6.75,23.56,12.0,14.83,34.96,1.39,Wrought Iron,4.59
111.95,4.11,7.01,12.0,3.44,4.43,3.02,Bessemer Steel,9.04
7.12,4.2,57.8,6.27,22.4,29.8,1.5,Bessemer Steel,16.83
51.5,4.9,28.4,7.6,9.6,22.3,3.0,Wrought Iron,6.4
21.2,4.4,34.3,7.97,3.7,63.6,3.0,Bessemer Steel,4.3
22.43,6.76,55.42,8.08,27.21,42.29,1.5,Open Hearth iron,9.6
114.0,4.5,13.0,6.1,34.7,5.6,1.5,Wrought Iron,1.2
2.78,9.4,24.7,12.1,6.1,6.2,1.5,Open Hearth iron,20.1
2.63,7.4,14.8,5.96,18.7,26.7,3.0,Open Hearth iron,3.17
29.8,7.3,46.4,11.5,20.9,18.6,1.5,Bessemer Steel,3.5
49.0,6.7,23.4,7.89,14.7,35.1,1.5,Bessemer Steel,3.45
137.01,4.66,34.9,8.0,15.0,45.67,2.93,Wrought Iron,6.44
74.6,6.6,13.0,1.3,27.8,6.6,3.0,Open Hearth iron,1.0
4.89,7.5,54.4,6.36,5.7,70.4,3.0,Wrought Iron,6.11
60.81,6.07,16.15,10.68,13.14,22.3,1.5,Bessemer Steel,0.99
161.66,3.93,6.28,10.08,8.68,4.16,3.0,Wrought Iron,6.75
8.0,6.8,72.8,4.44,34.0,46.2,1.5,Open Hearth iron,3.92
431.0,5.9,12.2,8.39,40.6,7.2,3.0,Bessemer Steel,0.94
6.84,7.3,37.6,5.1,2.0,44.9,3.0,Bessemer Steel,3.56
7.12,4.3,57.65,14.4,22.26,29.81,1.42,Bessemer Steel,35.08
0.56,3.22,55.32,4.1,68.79,65.14,3.09,Open Hearth iron,5.33
56.48,3.76,46.96,5.68,46.78,57.13,3.0,Open Hearth iron,5.89
4.89,7.5,54.4,14.15,5.7,70.4,1.5,Open Hearth iron,9.71
5.7,3.7,42.6,6.0,1.9,87.8,3.0,Open Hearth iron,3.1
110.0,5.3,32.0,5.96,15.5,53.1,1.5,Bessemer Steel,1.3
82.9,4.4,22.2,5.44,12.0,26.5,3.0,Wrought Iron,4.84
1.9,6.2,47.4,5.4,4.4,7.8,1.5,Bessemer Steel,12.7
9.03,6.8,71.56,11.44,33.52,45.92,3.0,Bessemer Steel,12.51
136.87,4.66,34.81,10.2,15.02,45.78,3.0,Bessemer Steel,9.55
0.6,3.1,55.4,8.0,68.9,65.0,1.5,Bessemer Steel,11.4
31.92,7.17,12.48,7.8,33.41,12.73,2.73,Bessemer Steel,0.84
35.2,6.2,17.2,10.01,14.4,13.9,3.0,Bessemer Steel,4.6
49.0,6.7,23.4,6.94,14.7,35.1,1.5,Bessemer Steel,3.05
7.04,7.43,37.66,17.7,1.93,44.98,2.9,Open Hearth iron,7.74
10.05,8.85,31.15,11.5,7.24,31.18,1.58,Bessemer Steel,3.51
137.0,4.7,34.8,12.0,14.9,45.8,1.5,Wrought Iron,17.1
137.0,4.7,34.8,2.36,14.9,45.8,3.0,Wrought Iron,3.23
59.8,4.65,30.81,7.7,4.6,51.76,1.57,Open Hearth iron,6.34
35.2,6.2,17.2,8.75,14.4,13.9,1.5,Bessemer Steel,4.72
35.21,6.21,17.29,1.2,14.47,14.15,1.62,Wrought Iron,0.19
13.2,5.3,33.1,12.5,6.9,40.3,3.0,Open Hearth iron,6.23
11.4,7.3,28.4,11.47,16.6,20.3,1.5,Open Hearth iron,2.98
0.6,3.1,55.4,4.1,68.9,65.0,1.5,Open Hearth iron,3.6
74.4,5.6,24.2,9.44,7.5,15.3,1.5,Wrought Iron,5.03
1.3,7.0,29.4,5.7,7.2,32.4,1.5,Wrought Iron,2.3
6.84,7.3,37.6,4.0,2.0,44.9,1.5,Open Hearth iron,2.9
59.8,4.5,30.8,3.07,4.4,51.7,3.0,Wrought Iron,3.11
66.7,5.6,22.2,1.1,7.0,17.7,3.0,Open Hearth iron,1.4
1.31,6.91,29.34,3.7,7.41,32.33,3.06,Bessemer Steel,1.27
23.7,6.2,31.2,5.26,10.8,30.9,3.0,Open Hearth iron,4.28
2.63,7.4,14.8,7.38,18.7,26.7,1.5,Open Hearth iron,3.4
35.2,6.2,17.2,11.8,14.4,13.9,3.0,Wrought Iron,4.8
2.78,9.4,24.7,3.6,6.1,6.2,3.0,Wrought Iron,10.19
9.54,6.48,36.06,6.61,6.96,67.83,3.0,Open Hearth iron,2.38
21.2,4.4,34.3,11.5,3.7,63.6,1.5,Bessemer Steel,1.3
66.7,5.6,22.2,5.21,7.0,17.7,3.0,Bessemer Steel,4.02
112.0,4.5,13.8,2.22,16.0,17.6,3.0,Open Hearth iron,0.89
59.8,4.5,30.8,5.48,4.4,51.7,1.5,Wrought Iron,5.36
2.5,7.28,14.81,3.8,18.75,26.69,3.04,Bessemer Steel,2.73
112.0,4.5,13.8,16.83,16.0,17.6,1.5,Open Hearth iron,3.18
386.0,4.5,3.0,3.38,32.1,2.6,1.5,Wrought Iron,0.58
2.9,9.5,21.7,1.9,34.5,9.4,3.0,Open Hearth iron,4.5
3.3,7.6,37.0,3.8,8.7,70.1,1.5,Wrought Iron,1.9
29.62,7.38,46.45,11.5,20.82,18.52,3.12,Bessemer Steel,3.87
4.89,7.5,54.4,17.6,5.7,70.4,3.0,Bessemer Steel,11.2
21.2,4.4,34.3,14.58,3.7,63.6,3.0,Bessemer Steel,5.32
51.5,4.9,28.4,10.18,9.6,22.3,1.5,Wrought Iron,7.0
59.8,4.5,30.8,3.8,4.4,51.7,3.0,Wrought Iron,3.7
4.89,7.5,54.4,5.68,5.7,70.4,1.5,Open Hearth iron,5.9
2.77,9.25,24.69,7.9,5.89,6.28,1.46,Bessemer Steel,18.73
5.89,3.74,42.43,12.1,1.83,87.83,2.92,Wrought Iron,8.44
5.08,7.51,54.29,7.9,5.71,70.46,1.61,Open Hearth iron,5.07
112.0,4.5,13.8,6.04,16.0,17.6,3.0,Bessemer Steel,1.41
2.63,7.4,14.8,3.8,18.7,26.7,1.5,Wrought Iron,3.0
17.8,7.2,25.8,7.6,9.5,36.0,3.0,Bessemer Steel,1.8
31.9,7.1,12.4,6.75,33.5,12.8,1.5,Wrought Iron,2.02
57.0,7.3,17.8,3.93,11.7,15.8,3.0,Open Hearth iron,1.4
74.6,6.6,13.0,7.9,27.8,6.6,1.5,Wrought Iron,4.3
11.73,7.02,29.32,10.84,1.17,51.89,3.0,Bessemer Steel,10.85
2.63,7.4,14.8,11.07,18.7,26.7,3.0,Wrought Iron,11.23
82.9,4.4,22.2,7.9,12.0,26.5,1.5,Open Hearth iron,5.1
13.2,5.3,33.1,10.33,6.9,40.3,3.0,Open Hearth iron,5.44
11.55,7.35,28.45,5.6,16.5,20.16,3.08,Bessemer Steel,3.06
74.6,6.6,13.0,8.5,27.8,6.6,3.0,Open Hearth iron,4.57
11.4,7.3,28.4,3.8,16.6,20.3,1.5,Open Hearth iron,1.2
20.6,7.3,18.0,1.95,10.9,26.0,3.0,Bessemer Steel,1.12
56.84,7.22,17.7,3.6,11.79,15.85,1.5,Bessemer Steel,1.54
31.83,7.04,12.28,6.3,33.55,12.71,1.52,Open Hearth iron,2.93
6.84,7.3,37.6,10.94,2.0,44.9,3.0,Wrought Iron,5.63
28.2,6.8,24.8,1.0,15.8,52.1,1.5,Bessemer Steel,0.9
17.79,7.59,25.73,1.6,2.72,46.02,2.93,Open Hearth iron,0.7
205.13,4.74,2.87,1.8,38.1,0.55,2.94,Bessemer Steel,1.25
5.7,3.7,42.6,13.11,1.9,87.8,3.0,Wrought Iron,8.58
20.6,7.3,18.0,2.31,10.9,26.0,3.0,Wrought Iron,1.04
2.93,9.55,21.76,4.2,34.49,9.42,3.13,Bessemer Steel,4.61
4.89,7.5,54.4,7.76,5.7,70.4,1.5,Open Hearth iron,5.14
28.2,6.8,24.8,6.57,15.8,52.1,1.5,Bessemer Steel,2.9
3.28,7.48,36.87,9.7,8.61,69.87,2.9,Bessemer Steel,5.46
29.72,7.23,46.43,3.6,20.75,18.77,1.46,Open Hearth iron,1.57
59.8,4.5,30.8,4.08,4.4,51.7,3.0,Open Hearth iron,3.77
21.2,4.4,34.3,1.0,3.7,63.6,1.5,Open Hearth iron,0.5
386.0,4.5,3.0,12.0,32.1,2.6,1.5,Bessemer Steel,2.6
12.7,4.2,34.5,11.39,26.6,71.2,3.0,Wrought Iron,15.39
9.7,6.0,33.0,12.0,2.3,47.1,3.0,Open Hearth iron,8.6
13.07,5.34,32.91,8.1,6.81,40.43,3.03,Wrought Iron,4.29
6.84,7.3,37.6,4.31,2.0,44.9,3.0,Open Hearth iron,2.76
5.7,3.7,42.6,8.8,1.9,87.8,3.0,Wrought Iron,5.1
13.15,7.0,28.8,8.1,4.9,35.8,1.5,Open Hearth iron,5.9
9.64,6.16,32.98,10.3,2.31,47.14,1.51,Bessemer Steel,6.16
19.7,4.6,28.4,1.87,3.9,34.2,1.5,Wrought Iron,1.01
136.95,4.91,34.78,6.2,14.94,45.8,3.06,Open Hearth iron,6.88
12.7,4.2,34.5,3.64,26.6,71.2,1.5,Wrought Iron,6.73
28.16,6.92,24.71,3.7,16.04,52.07,2.9,Bessemer Steel,1.9
431.0,5.9,12.2,6.96,40.6,7.2,1.5,Open Hearth iron,0.68
12.7,4.2,34.5,5.27,26.6,71.2,3.0,Open Hearth iron,8.71
19.7,4.6,28.4,7.06,3.9,34.2,3.0,Wrought Iron,2.37
35.2,6.2,17.2,7.7,14.4,13.9,3.0,Bessemer Steel,3.3
205.0,4.7,2.8,6.0,38.1,0.6,1.5,Bessemer Steel,1.9
12.7,4.2,34.5,11.23,26.6,71.2,3.0,Open Hearth iron,16.9
15.0,7.13,7.55,8.2,23.25,31.0,1.58,Open Hearth iron,5.65
23.7,6.2,31.2,3.28,10.8,30.9,3.0,Wrought Iron,2.63
205.0,4.7,2.8,12.63,38.1,0.6,3.0,Open Hearth iron,2.99
112.17,4.52,13.91,2.0,16.0,17.58,1.68,Bessemer Steel,1.1
51.63,4.8,28.62,5.7,9.64,22.22,1.48,Open Hearth iron,5.28
205.12,4.75,2.79,11.9,38.14,0.61,1.51,Open Hearth iron,2.86
59.8,4.5,30.8,17.0,4.4,51.7,3.0,Wrought Iron,9.5
110.0,5.3,32.0,7.8,15.5,53.1,1.5,Bessemer Steel,1.5
2.78,9.4,24.7,10.2,6.1,6.2,3.0,Open Hearth iron,19.7
57.12,7.38,17.83,5.8,11.69,15.83,1.33,Bessemer Steel,1.99
17.83,7.16,25.67,3.7,9.51,36.01,3.05,Wrought Iron,0.65
13.2,5.3,33.1,14.32,6.9,40.3,1.5,Bessemer Steel,6.03
29.8,7.3,46.4,1.0,20.9,18.6,3.0,Bessemer Steel,0.9
4.08,6.8,24.6,1.6,2.5,62.6,1.5,Bessemer Steel,3.0
57.0,7.3,17.8,7.6,11.7,15.8,1.5,Open Hearth iron,2.0
66.7,5.6,22.2,6.24,7.0,17.7,3.0,Bessemer Steel,4.48
66.7,5.6,22.2,6.4,7.0,17.7,3.0,Open Hearth iron,4.74
74.6,6.6,13.0,6.97,27.8,6.6,1.5,Bessemer Steel,3.93
57.0,7.3,17.8,5.8,11.7,15.8,1.5,Wrought Iron,2.1
31.9,7.1,12.4,7.96,33.5,12.8,1.5,Bessemer Steel,3.49
3.3,7.6,37.0,2.64,8.7,70.1,3.0,Bessemer Steel,1.43
225.25,5.07,13.94,9.05,19.41,9.15,3.0,Bessemer Steel,1.97
9.7,6.0,33.0,7.68,2.3,47.1,1.5,Open Hearth iron,6.24
31.91,7.05,12.4,12.0,33.39,12.76,1.41,Open Hearth iron,3.34
9.39,5.2,30.7,4.69,17.34,67.9,3.0,Open Hearth iron,8.81
74.4,5.6,24.2,8.0,7.5,15.3,3.0,Open Hearth iron,4.8
31.87,7.05,12.23,17.5,33.55,12.78,2.88,Wrought Iron,5.59
13.15,7.0,28.8,13.82,4.9,35.8,1.5,Wrought Iron,8.2
8.0,6.8,72.8,11.7,34.0,46.2,1.5,Bessemer Steel,14.2
13.15,7.0,28.8,1.9,4.9,35.8,3.0,Open Hearth iron,1.0
112.0,4.5,13.8,9.75,16.0,17.6,1.5,Bessemer Steel,2.62
14.83,6.82,7.58,12.0,23.04,30.92,1.48,Open Hearth iron,3.99
5.7,3.7,42.6,4.0,1.9,87.8,1.5,Bessemer Steel,2.6
45.35,5.47,27.93,10.38,9.16,20.27,3.0,Open Hearth iron,6.85
76.39,4.99,33.97,9.54,10.98,43.11,3.0,Bessemer Steel,4.91
133.65,5.45,31.3,6.04,14.01,45.79,3.0,Wrought Iron,3.28
8.0,6.8,72.8,7.65,34.0,46.2,3.0,Bessemer Steel,8.96
431.0,5.9,12.2,13.81,40.6,7.2,1.5,Wrought Iron,1.33
74.4,5.6,24.2,4.38,7.5,15.3,3.0,Wrought Iron,3.2
12.15,7.0,28.6,7.7,1.1,52.5,3.0,Bessemer Steel,7.4
1.32,7.11,29.51,11.6,7.28,32.58,2.92,Open Hearth iron,5.68
20.62,7.35,18.01,8.1,10.88,26.11,1.5,Open Hearth iron,2.44
29.8,7.3,46.4,10.36,20.9,18.6,3.0,Wrought Iron,3.25
114.0,4.5,12.99,17.4,34.54,5.5,2.94,Wrought Iron,1.51
49.0,6.7,23.4,5.1,14.7,35.1,3.0,Bessemer Steel,2.32
23.7,6.2,31.2,2.23,10.8,30.9,1.5,Wrought Iron,2.25
82.9,4.4,22.2,3.6,12.0,26.5,1.5,Wrought Iron,3.62
57.0,7.23,17.81,5.8,11.65,16.03,3.11,Wrought Iron,2.18
13.15,7.0,28.8,14.76,4.9,35.8,1.5,Bessemer Steel,6.83
35.2,6.2,17.2,11.43,14.4,13.9,1.5,Wrought Iron,4.87
5.7,3.7,42.6,12.0,1.9,87.8,1.5,Open Hearth iron,7.1
21.2,4.4,34.3,3.5,3.7,63.6,1.5,Wrought Iron,2.5
49.0,6.7,23.4,11.17,14.7,35.1,3.0,Open Hearth iron,4.14
112.0,4.5,13.8,12.11,16.0,17.6,3.0,Bessemer Steel,2.4
9.88,8.7,31.07,3.7,7.12,31.25,3.1,Open Hearth iron,1.41
231.55,4.11,5.25,7.38,15.98,3.67,1.5,Bessemer Steel,5.05
82.9,4.4,22.2,6.26,12.0,26.5,3.0,Open Hearth iron,4.51
11.36,7.33,28.43,7.8,16.53,20.17,1.51,Open Hearth iron,1.83
137.0,4.7,34.8,10.1,14.9,45.8,3.0,Bessemer Steel,9.3
114.0,4.5,13.0,7.07,34.7,5.6,3.0,Bessemer Steel,1.05
0.58,3.14,55.55,7.9,68.94,64.88,1.33,Wrought Iron,15.25
3.3,7.6,37.0,1.1,8.7,70.1,1.5,Bessemer Steel,0.8
74.4,5.6,24.2,3.83,7.5,15.3,1.5,Bessemer Steel,2.61
58.32,5.82,23.23,10.42,6.67,20.53,3.0,Open Hearth iron,6.06
15.0,7.0,7.6,7.77,23.2,30.9,1.5,Bessemer Steel,3.64
35.2,6.2,17.2,5.8,14.4,13.9,1.5,Bessemer Steel,3.1
1.26,7.04,29.33,1.0,7.31,32.53,2.97,Bessemer Steel,1.17
56.96,7.21,17.88,5.9,11.65,15.87,2.94,Bessemer Steel,2.68
98.12,4.93,14.44,4.35,15.23,18.88,1.5,Open Hearth iron,1.25
49.0,6.7,23.4,8.51,14.7,35.1,1.5,Wrought Iron,3.7
386.0,4.5,3.0,2.53,32.1,2.6,1.5,Bessemer Steel,0.37
17.8,7.2,25.8,7.6,9.5,36.0,1.5,Open Hearth iron,1.8
106.5,4.67,14.05,2.93,15.69,18.11,1.5,Bessemer Steel,1.09
28.19,7.29,43.63,3.15,19.37,20.94,1.5,Open Hearth iron,1.1
49.0,6.7,23.4,4.0,14.7,35.1,3.0,Open Hearth iron,1.9
9.06,7.42,34.18,9.3,10.34,65.94,3.0,Wrought Iron,6.83
49.0,6.7,23.4,9.9,14.7,35.1,3.0,Open Hearth iron,3.9
137.0,4.7,34.8,4.1,14.9,45.8,1.5,Bessemer Steel,5.9
136.9,4.64,34.91,1.9,14.97,46.01,1.62,Open Hearth iron,3.06
205.0,4.7,2.8,3.8,38.1,0.6,1.5,Open Hearth iron,1.81
11.4,7.3,28.4,5.71,16.6,20.3,3.0,Bessemer Steel,3.15
11.5,4.56,33.12,2.97,23.25,70.0,1.5,Open Hearth iron,5.63
102.37,4.29,40.03,9.28,28.61,50.67,1.5,Wrought Iron,13.19
20.6,7.3,18.0,2.49,10.9,26.0,1.5,Wrought Iron,1.19
21.2,4.4,34.3,6.24,3.7,63.6,3.0,Open Hearth iron,3.55
2.63,7.4,14.8,6.43,18.7,26.7,1.5,Open Hearth iron,3.1
112.0,3.8,7.0,3.09,3.5,4.5,3.0,Bessemer Steel,3.54
205.0,4.7,2.8,7.22,38.1,0.6,3.0,Open Hearth iron,2.08
9.7,6.0,33.0,8.86,2.3,47.1,1.5,Bessemer Steel,5.72
112.0,3.8,7.0,11.71,3.5,4.5,1.5,Open Hearth iron,8.42
10.0,8.8,31.2,10.93,7.2,31.2,1.5,Open Hearth iron,2.7
110.07,4.61,13.52,16.54,33.67,6.84,3.0,Bessemer Steel,1.55
12.15,7.0,28.6,9.6,1.1,52.5,3.0,Bessemer Steel,8.9
2.72,9.5,24.79,4.2,6.17,6.4,3.05,Open Hearth iron,11.87
1.41,6.96,29.57,17.1,7.23,32.46,3.06,Wrought Iron,6.06
19.64,4.59,28.17,9.8,3.95,34.19,3.18,Bessemer Steel,3.11
3.41,7.68,37.13,3.7,8.74,70.11,1.45,Bessemer Steel,1.97
1.3,7.0,29.4,8.2,7.2,32.4,3.0,Open Hearth iron,4.0
82.97,4.31,22.15,2.1,12.14,26.43,2.98,Wrought Iron,2.16
114.01,4.41,13.17,8.0,34.76,5.6,3.11,Bessemer Steel,0.87
205.0,4.7,2.8,8.0,38.1,0.6,3.0,Bessemer Steel,2.3
1.52,7.14,29.31,1.2,7.14,32.34,2.96,Wrought Iron,0.94
20.6,7.3,18.0,6.68,10.9,26.0,1.5,Wrought Iron,1.44
35.2,6.2,17.2,3.92,14.4,13.9,3.0,Bessemer Steel,2.25
49.0,6.7,23.4,9.95,14.7,35.1,3.0,Bessemer Steel,4.32
51.46,4.94,28.28,5.6,9.58,22.4,2.98,Open Hearth iron,4.77
253.85,4.16,4.93,6.51,18.31,3.52,3.0,Bessemer Steel,4.5
2.78,9.4,24.7,10.59,6.1,6.2,3.0,Wrought Iron,19.91
114.0,4.5,13.0,14.39,34.7,5.6,1.5,Bessemer Steel,1.4
112.0,3.8,7.0,12.0,3.5,4.5,1.5,Open Hearth iron,8.3
5.7,3.7,42.6,5.24,1.9,87.8,3.0,Open Hearth iron,3.25
20.6,7.3,18.0,6.2,10.9,26.0,3.0,Open Hearth iron,0.7
2.9,9.5,21.7,5.9,34.5,9.4,3.0,Wrought Iron,5.5
82.67,6.3,17.33,9.58,25.0,17.19,3.0,Wrought Iron,3.8
57.0,7.3,17.8,7.04,11.7,15.8,3.0,Wrought Iron,2.44
8.0,6.8,72.8,1.29,34.0,46.2,3.0,Open Hearth iron,0.74
57.0,7.3,17.8,8.15,11.7,15.8,1.5,Wrought Iron,2.91
1.9,6.2,47.4,10.34,4.4,7.8,1.5,Bessemer Steel,15.47
112.0,4.5,13.8,6.0,16.0,17.6,1.5,Wrought Iron,1.7
12.15,7.0,28.6,6.78,1.1,52.5,3.0,Bessemer Steel,6.44
11.4,7.3,28.4,9.8,16.6,20.3,3.0,Wrought Iron,3.0
10.0,8.8,31.2,5.7,7.2,31.2,1.5,Wrought Iron,2.2
28.25,6.79,24.97,1.0,15.76,52.17,1.51,Bessemer Steel,0.91
75.72,5.61,15.47,8.15,13.98,20.93,3.0,Open Hearth iron,0.84
1.3,7.0,29.4,3.6,7.2,32.4,1.5,Bessemer Steel,1.2
31.9,7.1,12.4,3.14,33.5,12.8,3.0,Bessemer Steel,0.86
58.24,6.67,17.16,6.8,23.57,22.64,3.0,Open Hearth iron,2.55
17.8,7.2,25.8,13.64,9.5,36.0,1.5,Open Hearth iron,3.25
9.83,5.99,33.1,11.9,2.26,47.08,2.89,Open Hearth iron,8.67
20.6,7.3,18.0,17.5,10.9,26.0,3.0,Open Hearth iron,0.9
9.84,8.79,31.23,3.6,7.2,31.2,1.49,Bessemer Steel,1.77
20.53,7.31,18.01,6.2,10.89,25.81,3.02,Wrought Iron,0.76
136.96,4.73,34.79,6.2,14.92,45.65,1.33,Open Hearth iron,6.91
74.61,6.65,13.05,6.3,27.79,6.43,3.05,Open Hearth iron,3.75
10.0,8.8,31.2,8.6,7.2,31.2,1.5,Wrought Iron,2.75
2.63,7.4,14.8,8.22,18.7,26.7,1.5,Wrought Iron,7.17
13.15,7.0,28.8,4.1,4.9,35.8,1.5,Open Hearth iron,1.5
23.7,6.2,31.2,4.75,10.8,30.9,1.5,Open Hearth iron,3.13
29.92,7.36,46.46,5.5,20.99,18.63,3.12,Bessemer Steel,1.35
17.7,7.6,25.7,1.72,2.6,46.1,3.0,Open Hearth iron,0.66
15.0,7.0,7.6,4.0,23.2,30.9,1.5,Wrought Iron,3.2
17.8,7.2,25.8,15.86,9.5,36.0,1.5,Wrought Iron,4.16
110.0,5.3,32.0,10.43,15.5,53.1,3.0,Wrought Iron,1.77
21.11,4.49,34.32,1.0,3.55,63.63,1.31,Open Hearth iron,0.39
0.65,3.01,55.29,10.0,68.99,65.11,1.44,Wrought Iron,11.44
74.6,6.6,13.0,6.1,27.8,6.6,1.5,Bessemer Steel,3.4
59.8,4.5,30.8,6.14,4.4,51.7,3.0,Open Hearth iron,6.22
74.6,6.6,13.0,10.88,27.8,6.6,3.0,Wrought Iron,4.77
2.78,9.4,24.7,4.21,6.1,6.2,1.5,Bessemer Steel,1.3
11.4,7.3,28.4,5.6,16.6,20.3,3.0,Bessemer Steel,3.2
9.7,6.0,33.0,9.03,2.3,47.1,3.0,Bessemer Steel,8.76
137.0,4.7,34.8,7.02,14.9,45.8,3.0,Bessemer Steel,6.45
17.8,7.2,25.8,1.33,9.5,36.0,3.0,Open Hearth iron,0.46
17.7,7.6,25.7,11.06,2.6,46.1,1.5,Wrought Iron,3.44
2.63,7.4,14.8,3.81,18.7,26.7,3.0,Bessemer Steel,2.8
19.7,4.6,28.4,3.7,3.9,34.2,3.0,Wrought Iron,2.3
7.67,7.39,37.2,3.8,22.51,39.59,1.5,Wrought Iron,4.57
2.63,7.4,14.8,5.65,18.7,26.7,1.5,Bessemer Steel,3.48
136.87,4.65,34.84,12.0,14.87,45.85,2.95,Bessemer Steel,10.93
2.81,9.4,24.74,4.3,5.96,6.26,1.58,Bessemer Steel,1.1
74.65,6.63,12.93,6.1,27.78,6.51,1.49,Wrought Iron,3.32
90.38,5.54,15.49,3.59,28.63,5.73,1.5,Wrought Iron,4.72
20.6,7.3,18.0,6.2,10.9,26.0,1.5,Wrought Iron,1.2
114.09,4.45,12.93,17.1,34.72,5.68,3.04,Open Hearth iron,1.2
13.34,7.14,44.03,4.73,8.12,54.66,3.0,Wrought Iron,2.92
2.34,8.8,28.7,5.4,5.0,24.5,1.5,Bessemer Steel,13.9
48.97,6.71,23.6,4.0,14.85,35.27,3.26,Bessemer Steel,1.92
74.6,6.6,13.0,1.48,27.8,6.6,3.0,Bessemer Steel,1.48
31.83,7.15,12.41,2.0,33.49,12.98,2.92,Wrought Iron,0.17
21.2,4.4,34.3,5.17,3.7,63.6,1.5,Open Hearth iron,3.04
12.64,5.41,33.08,3.19,6.16,41.39,1.5,Open Hearth iron,1.78
386.0,4.5,3.0,5.96,32.1,2.6,1.5,Bessemer Steel,0.79
13.15,7.0,28.8,5.65,4.9,35.8,3.0,Wrought Iron,4.19
5.7,3.7,42.6,6.0,1.9,87.8,1.5,Wrought Iron,3.8
28.9,7.5,22.4,1.0,3.8,36.3,3.0,Wrought Iron,0.9
385.96,4.42,3.01,8.1,31.99,2.51,1.57,Wrought Iron,1.97
